姓名,擅长,预约量
彭承宏,擅长：                                微创肝胆胰外科、机器人胰腺外科、胰腺良恶性肿瘤的开腹及微创治疗、肝门部胆管癌根治术后腹膜肿瘤。胰腺癌 、胆管癌 、   胆结石 、 胃癌、   胰腺囊肿 、  肝肿瘤 、 壶...,1183预约量
陈皓,擅长：                                微创肝胆胰外科、门脉高压、肝硬化、肝脏疾病、肝移植、甲状腺疾病 、 胰腺癌 、 甲状腺瘤  、  肝癌 、 阑尾炎、   乙肝、血管瘤、 胰腺肿瘤手术。,1649预约量
费健,擅长：                                胆道、胰腺复杂疾病的诊治、甲状腺疾病、外科体表肿瘤等的诊治,2019预约量
吴卫泽,擅长：                                胆胰疾病的临床诊治，内镜外科,1467预约量
沈柏用,擅长：                                微创肝胆胰外科，胰腺外科、机器人、腹腔镜外科，减重手术。肝移植、   胆结石、  胰腺癌、  肝癌、 胰腺囊肿、结肠癌 、 胃癌、胆系疾病 、 胰腺疾病 、胆囊炎、    胆...,814预约量
陆爱国,擅长：                                结直肠肿瘤，微创外科，内镜外科,1756预约量
邓侠兴,擅长：                                微创肝胆胰外科、机器人胰腺外科、后腹膜肿瘤。肝移植 、 胰腺癌 、   胰腺疾病、  胃癌、  脾切除手术、  腹膜后肿瘤、胰腺肿瘤手术.,536预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
项明,擅长：                                肝脏疾病，消化道肿瘤,2947预约量
李飞跃,擅长：                                魏氏中医骨伤科手法，中药、导引治疗,4154预约量
傅文彧,"擅长：                                ""手法治疗颈腰椎病 损伤后遗症 风湿性关节病""",3076预约量
胡大佑,擅长：                                中西医结合治疗骨伤科各种疾病，以魏氏伤科,1802预约量
张昊,擅长：                                中西医结合、魏氏伤科治疗各类伤科疾病,889预约量
李中伟,擅长：                                中西医结合治疗骨折、软组织损伤、颈腰腿痛,985预约量
张弘,擅长：                                中西医结合治疗骨折及其功能障碍、骨质疏松,651预约量
奚小冰,擅长：                                中西医结合治疗颈腰椎、四肢损伤、骨质疏松,1477预约量
杨建,擅长：                                中西医结合治疗、擅长对颈椎病的辨证施治,880预约量
王毓兴,擅长：                                颈肩、腰腿痛、软组织损伤的中西医结合治疗,680预约量
门诊伤科普通门诊,擅长：                                门诊伤科普通门诊,290预约量
骨质疏松,擅长：                                      暂无,547预约量
中医风湿病,擅长：                                      暂无,118预约量
中医风湿病,擅长：                                      暂无,118预约量
中医风湿病,擅长：                                      暂无,118预约量
中医风湿病,擅长：                                      暂无,118预约量
中医风湿病,擅长：                                      暂无,118预约量
中医风湿病,擅长：                                      暂无,118预约量
李鹤成,擅长：                                肺、食管、贲门、纵隔、胸膜肿瘤的微创外科治疗,1942预约量
陈中元,擅长：                                食管、贲门肿瘤、肺部肿瘤，巨大纵隔肿瘤等高难度手术及微创胸外科手术,1067预约量
杭钧彪,擅长：                                胸外科微创手术、肺部小结节外科治疗、食管贲门肿瘤手术,902预约量
任健,擅长：                                胸腔镜微创手术，食管肿瘤、肺肿瘤 、纵隔肿瘤、手汗症,749预约量
朱良纲,擅长：                                食管恶性肿瘤、肺癌肺小结节、纵隔疾病,461预约量
杨孝清,擅长：                                食道肿瘤、肺肿瘤、纵隔肿瘤的外科手术及综合治疗。,337预约量
周翔,擅长：                                食管、肺部、纵隔肿瘤的手术及胸腔镜诊疗,127预约量
车嘉铭,擅长：                                肺部、食管、纵隔肿瘤的微创手术,939预约量
肺小结节,擅长：                                      暂无,158预约量
门诊胸外普通门诊,擅长：                                门诊胸外普通门诊,193预约量
胸腔镜微创手术,擅长：                                      暂无,4预约量
肺癌综合治疗,擅长：                                      暂无,5预约量
肺癌综合治疗,擅长：                                      暂无,5预约量
肺癌综合治疗,擅长：                                      暂无,5预约量
赵强,擅长：                                冠心病、心脏瓣膜病、复杂先天性心脏病、主动脉瘤的外科诊治,2541预约量
周密,擅长：                                心力衰竭的外科治疗，心脏移植、心肾联合移植。疑难危重冠心病与瓣膜病手术，微创冠脉搭桥、微创瓣膜手术、微创房缺封堵手术，肥厚型梗阻性心肌病的外科治疗，心肌病与心肌桥的综合治疗。,554预约量
王哲,擅长：                                心脏外科的常见疾病，如冠心病、复杂先天性心脏病、危重心脏瓣膜疾病、主动脉瘤等,1666预约量
叶晓峰,擅长：                                叶晓峰，外科学博士，副教授，副主任医师，硕士生导师，美国哈佛大学访问学者，法国里尔大学心脏中心访问学者，美国MIT博士后。美国胸心外科学会国际会员，中国医师协会心血管外科分会...,115预约量
陈安清,擅长：                                各种心外科疾病，包括冠心病、心脏瓣膜病、大血管及先心病的诊治、部分先心病的微创治疗,1716预约量
刘俊,擅长：                                微创冠脉搭桥、小切口微创瓣膜手术、先心病及大血管手术。,1129预约量
陈海涛,擅长：                                胸腔镜手术，风湿性心脏病，冠心病,591预约量
门诊心外科普通门诊,擅长：                                门诊心外科门诊心外科普通门诊,2预约量
心脏搭桥术后随访,擅长：                                      暂无,16预约量
冠心病及瓣膜病,擅长：                                      暂无,19预约量
李森,擅长：                                    暂无,暂无预约量
马康目,擅长：                                心外科常见疾病,暂无预约量
马康目,擅长：                                心外科常见疾病,暂无预约量
卞留贯,擅长：                                颅内肿瘤（垂体瘤、颅底肿瘤等）；颅神经疾病（面肌痉挛、三叉神经痛、舌咽神经痛）；脑血管病（动脉瘤、血管畸形、脑干海绵状血管瘤等）；神经脊柱疾病（椎管内肿瘤、脊柱退变性疾病）,2049预约量
吴哲褒,擅长：                                垂体腺瘤的内镜经蝶微创手术；垂体腺瘤的药物和个体化治疗；颅脑肿瘤，包括脑膜瘤、胶质瘤、听神经瘤、颅咽管瘤等，显微外科微创手术；面肌抽搐和三叉神经痛的微血管减压术。,489预约量
孙青芳,擅长：                                垂体腺瘤，垂体柄病变，脑血管病，颅内肿瘤，神经内分泌肿瘤,1225预约量
赵卫国,擅长：                                显微神经外科、面肌痉挛、三叉神经痛；脑血管病：颅内动脉瘤、颈动脉内膜切除；颅底肿瘤：桥小脑区听神经瘤、脑膜瘤及垂体瘤的显微外科手术，特别是颅神经疾病治疗,2571预约量
沈建康,擅长：                                脑血管、脑肿瘤、颈椎病、癫痫、面肌痉挛、三叉神经,1080预约量
林东,擅长：                                脑、脊髓血管病的血管内治疗、颅内肿瘤,561预约量
胡锦清,擅长：                                脑、脊髓血管病的血管内治疗、脑外伤、颅内肿瘤,361预约量
濮春华,擅长：                                颅脑肿瘤与椎管内肿瘤的诊治,208预约量
蔡瑜,擅长：                                脑血管病（颈动脉狭窄的手术治疗）、颅神经疾病（面肌痉挛，三叉神经痛）,68预约量
王健,擅长：                                脑外伤术后，并发症和后遗症的诊治，脑肿瘤的诊治，脊髓管内肿瘤。,338预约量
李宁,擅长：                                神经外科常见病的诊治。,66预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
颈动脉狭窄专病,擅长：                                      暂无,14预约量
孙伯民,擅长：                                手术治疗帕金森、顽固性癫痫、强迫、焦虑,1138预约量
占世坤,擅长：                                帕金森病、肌张力障碍、癫痫、脑肿瘤,433预约量
帕金森病、癫痫,擅长：                                      暂无,99预约量
头部伽马刀专病,擅长：                                      暂无,2预约量
沈周俊,擅长：                                擅长微创机器人辅助手术：如肾癌、膀胱癌、前列腺癌、肾上腺肿瘤和尿失禁等的治疗。,2518预约量
孙福康,擅长：                                前列腺炎、肾上腺外科、男性泌尿系统疾病,2090预约量
徐丹枫,擅长：                                前列腺癌、肾癌、膀胱癌等泌尿系肿瘤的微创治疗及泌尿系统疑难疾病的综合诊治，特别擅长泌尿外科腹腔镜和机器人手术,1597预约量
王祥慧,擅长：                                泌尿外科，肾脏移植,1374预约量
周佩军,擅长：                                肾脏移植，泌尿系统肿瘤及泌尿外科肾脏疾病,2024预约量
吴瑜璇,擅长：                                肾上腺外科，结石，肿瘤,2426预约量
周文龙,擅长：                                泌尿系统疾病，男科，性病，尿力动力学,2431预约量
祝宇,擅长：                                肾上腺外科、泌尿系统肿瘤,1495预约量
邵远,擅长：                                排尿功能障碍、尿失禁、泌尿系统结石、肿瘤,1973预约量
芮文斌,擅长：                                肾肿瘤、前列腺肿瘤诊治及男性科疾病,906预约量
徐达,擅长：                                泌尿科结石、肿瘤、肾移植,2236预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
张荣明,擅长：                                泌尿外科，肿瘤，结石肾上腺疾病,1517预约量
董佳生,擅长：                                开展包括穿支皮瓣、吻合皮瓣、超细显微外科等新技术，尤其擅长乳癌术后自体组织游离移植乳房重建。,2928预约量
沈坤炜,擅长：                                乳腺疾病的诊治术和综合治疗,2321预约量
陈伟国,擅长：                                      暂无,3334预约量
何建蓉,擅长：                                乳腺疾病的诊治，乳腺癌的手术和综合治疗,3335预约量
朱丽,擅长：                                良、恶性乳腺肿瘤疾病的诊断和综合治疗,3153预约量
乳腺疾病,擅长：                                      暂无,1562预约量
乳腺病便民门诊,擅长：                                      暂无,1130预约量
门诊乳腺中心普通门诊,擅长：                                门诊乳腺中心门诊乳腺中心普通门诊,1462预约量
乳房PICC,擅长：                                      暂无,34预约量
乳腺换药门诊,擅长：                                      暂无,107预约量
乳腺术后配药门诊,擅长：                                      暂无,47预约量
李亚芬,擅长：                                乳腺疾病的诊断和治疗。,887预约量
李亚芬,擅长：                                乳腺疾病的诊断和治疗。,887预约量
李亚芬,擅长：                                乳腺疾病的诊断和治疗。,887预约量
李亚芬,擅长：                                乳腺疾病的诊断和治疗。,887预约量
李亚芬,擅长：                                乳腺疾病的诊断和治疗。,887预约量
郇京宁,擅长：                                烧伤创面、慢性、感染创面治疗，疤痕防治,1270预约量
刘琰,擅长：                                创面处理、慢性难愈创面（糖尿病足）治疗,1030预约量
张勤,擅长：                                烧伤疤痕防治，难治烧伤创面的处理和治疗,1127预约量
袁克俭,擅长：                                大面积烧伤 难治性创面处理及疤痕早期防治,541预约量
黄伯高,擅长：                                烧伤创面处理、烧伤疤痕防治、烧伤后疤痕挛缩畸形整复、烧伤后功能康复。,1374预约量
张剑,擅长：                                各种灼伤及创伤后疤痕增生的整形康复，以及各种难治性创面的诊治,260预约量
董鹤亮,擅长：                                大面积烧伤治疗、抗感染及疤痕预防和治疗,1194预约量
杨丽英,擅长：                                大面积烧伤，慢性创面治疗，疤痕防治及治疗,988预约量
牛逸雯,擅长：                                各种创伤性修复以及疤痕整复,581预约量
杨惠忠,擅长：                                烧伤创面修复 疤痕修复,1056预约量
王文奎,擅长：                                烧伤创面、疤痕预治及后期康复指导,794预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
郑捷新,擅长：                                烧伤后期疤痕预防和治疗，难愈性创面的治疗,642预约量
张伟滨,擅长：                                骨肿瘤、先天性骨病畸形、骨质疏松、肩关节外科。,3736预约量
杨庆铭,擅长：                                关节外科、骨质疏松,1549预约量
王毅,擅长：                                髋、膝关节置换及关节镜手术,1803预约量
冯建民,擅长：                                关节外科，骨关节病，人工关节,3248预约量
徐向阳,擅长：                                足踝外科、手外科、创伤,3552预约量
王蕾,擅长：                                四肢关节创伤，肩关节外科,589预约量
梁裕,擅长：                                脊柱伤病、骨质疏松症,2054预约量
曹鹏,擅长：                                肩、脊柱退行性疾病，脊柱畸形、损伤、肿瘤,1077预约量
刘津浩,擅长：                                足踝部畸形（包括先天性、后天性、创伤性）矫正、运动损伤、四肢骨折及其并发症的治疗,2438预约量
何川,擅长：                                髋、膝关节疾患的诊断和治疗，关节置换和关节镜手术,3527预约量
万荣,擅长：                                骨与软组织肿瘤的诊治，老年病，骨关疾病，骨质疏松的诊治。,904预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
沈宇辉,擅长：                                良恶性骨与软组织肿瘤、转移性骨肿瘤、髋膝肩关节疾病、各种代谢性骨病、骨质疏松。,499预约量
冯炜炜,擅长：                                妇科良恶性肿瘤的腹腔镜手术，子宫内膜病变诊治。,1.2万预约量
朱钟治,擅长：                                高危妊娠，妊娠合并症和并发症，妇科肿瘤,1453预约量
龙雯晴,擅长：                                妇产科疾病的治疗和宫腹腔镜的手术,1293预约量
滕宗荣,擅长：                                月经失调、妇科炎症,4392预约量
王敏敏,擅长：                                更年期综合症、功血,3366预约量
薛梅,擅长：                                妇科肿瘤的综合治疗\月经失调、更年期综合征,2511预约量
沈育红,擅长：                                妇科疾病的宫、腹腔镜诊治,3129预约量
刘延,擅长：                                不孕症、妇科内分泌疾病,1102预约量
沈立翡,擅长：                                各类腹腔镜手术及宫腔镜,1722预约量
陈慧,擅长：                                妇科疑难超声、产科超声（脐血流、唐氏筛查）。,942预约量
胡烈薇,擅长：                                妇科肿瘤、宫颈病变,1518预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
蔡晓敏,擅长：                                妇科肿瘤、炎症,1509预约量
冯云,擅长：                                生殖内分泌及辅助生殖技术，男女不孕不育及多囊卵巢综合症，子宫内膜异位症等,3509预约量
王浩飞,擅长：                                泌尿男性疾病的诊断和治疗；男性不育，前列腺疾病，泌尿系统疾病,3226预约量
二胎备孕,擅长：                                      暂无,85预约量
不孕与遗传,擅长：                                      暂无,991预约量
男性不育,擅长：                                      暂无,509预约量
多囊卵巢综合症与不孕,擅长：                                      暂无,92预约量
反复着床失败及复发性,擅长：                                      暂无,23预约量
牛志宏,擅长：                                不孕不育，多囊卵巢综合征、子宫内膜异位症、子宫腺肌症不孕患者的门诊治疗及IVF助孕，难治性促排卵方案制定、高龄女性及反复种植失败患者的助孕策略,暂无预约量
孙贻娟,擅长：                                不孕症诊治，辅助生育技术、妇科内分泌疾病,暂无预约量
陆小溦,擅长：                                不孕症诊治、女性生育力保存、卵巢功能体外激活；生殖遗传咨询、心理疏导、优生优育计划生育指导等。,暂无预约量
朱晓斌,擅长：                                男性不育，男性性功能障碍，少弱精子症、无精子症、死精子症的诊断和治疗。,暂无预约量
孙文鑫,擅长：                                儿科内分泌遗传代谢性疾病等疑难杂症,3282预约量
李云珠,擅长：                                儿童哮喘、新生儿高胆红素血症和过敏性疾病,1524预约量
倪继红,擅长：                                性早熟和性腺发育低下、儿童矮小症,2318预约量
董治亚,擅长：                                儿童生长发育及遗传代谢性疾病的治疗,2013预约量
邵洁,擅长：                                儿童哮喘、过敏性鼻炎、婴儿湿疹、食物过敏,2111预约量
李卫,擅长：                                儿童血液及恶性肿瘤疾病的临床诊治,409预约量
王伟,擅长：                                儿童内分泌及遗传代谢病,2040预约量
杜玲珍,擅长：                                血液病、儿科常见疾病,417预约量
许春娣,擅长：                                儿科疑难消化疾病、食物过敏性肠炎，小儿腹痛、慢性胃炎，胃溃疡，幽门螺杆菌感染，腹泻、厌食、大便出血，肛瘘，胃肠道息肉，炎症性肠病（克罗恩病，溃疡性结肠炎），胰腺炎，胃出血，慢...,1541预约量
邱定众,擅长：                                小儿感染性疾病、心血管、呼吸道疾病及疑难杂症,538预约量
陆文丽,擅长：                                小儿内分泌常见疾病。,300预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
王耀莉,擅长：                                血液病、贫血,238预约量
俞辉国,擅长：                                小儿骨科疾病,458预约量
陈建雯,擅长：                                小儿的各种肿瘤儿童骨折及先天性骨性病变,662预约量
沈丽萍,擅长：                                消化、新生儿、腹腔镜,423预约量
周曙光,擅长：                                小儿骨科、小儿泌尿外科的诊治。,497预约量
孙洁,擅长：                                小儿骨折、脱位、畸形等骨科疾病,167预约量
门诊儿外普通门诊,擅长：                                门诊儿外普通门诊,暂无预约量
童学波,擅长：                                小儿骨科疾病,暂无预约量
门诊放射普通门诊,擅长：                                门诊放射普通门诊,暂无预约量
钟一声,擅长：                                各种常见眼病，青光眼的早期诊断及手术治疗,1702预约量
王玲,擅长：                                主要研究方向视网膜病，眼科激光，视觉生理,834预约量
徐建敏,擅长：                                各种眼病的诊治，玻璃体、视网膜疾病诊治,1665预约量
程瑜,擅长：                                各类眼科疾病，眼部整形、斜视、白内障、青光眼、视网膜脱,1879预约量
沈玺,擅长：                                眼外伤、玻璃体视网膜疾病,1386预约量
周颖明,擅长：                                视网膜、玻璃体及葡萄膜病变激光、手术治疗,2186预约量
朱彩红,擅长：                                眼底病的诊治,1146预约量
焦秦,擅长：                                眼眶病，眼部影像，青光眼的诊断及治疗。,652预约量
周正申,擅长：                                白内障的治疗及眼底病的激光治疗,1284预约量
谢冰,擅长：                                眼科常见疾病治疗。,91预约量
孙昕,擅长：                                角膜炎，眼表疾病，干眼，羊膜、角膜移植以,2707预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
葛健,擅长：                                角膜病、干眼病，眼整形，泪腺、鼻泪道疾病,1184预约量
蔡昌枰,擅长：                                慢性鼻窦炎、鼻息肉、鼾症和中耳炎,2416预约量
王士礼,"擅长：                                ""鼻内耳微创手术 头颈部肿瘤 睡眠呼吸暂停""",2284预约量
叶燕芬,擅长：                                耳鼻咽喉科疾病、声嘶,2118预约量
陈学明,擅长：                                耳鼻咽喉科疾病、耳聋、头额肿瘤,2550预约量
张浩,擅长：                                慢性鼻窦炎、鼾症、头颈部肿瘤,2117预约量
何士方,擅长：                                鼻部、咽喉部疾病、鼾症及耳鼻咽喉科,1443预约量
孙星梅,擅长：                                各种类型中耳炎的诊治、鼾症、鼻内镜微创治疗慢性鼻窦炎和鼻息肉、耳鼻喉常见疾病,3181预约量
何刚迅,擅长：                                鼻内窥镜术、鼾症及耳鼻喉常见疾病治疗,1585预约量
门诊耳鼻咽喉科普通门诊,擅长：                                门诊耳鼻咽喉科门诊耳鼻咽喉科普通门诊,1373预约量
鼻炎、鼻窦炎、鼻息肉,擅长：                                      暂无,55预约量
门诊耳鼻喉科普通门诊,擅长：                                门诊耳鼻喉科普通门诊,665预约量
杨晓梅,擅长：                                局部封闭治疗面瘫，三叉神经痛；拔牙；补牙；镶牙。,6351预约量
李涛,擅长：                                口腔种植；义齿修复；口腔颌面部疾病诊治；牙体牙髓病诊治。,1922预约量
王敏,擅长：                                复杂牙体病诊治；口腔粘膜病诊治；义齿修复。,1710预约量
张慧玲,擅长：                                口腔美容修复（全瓷冠、烤瓷冠、种植义齿）、  复杂义齿修复(精密修复体）、全口义齿修复,766预约量
余红梅,擅长：                                牙体缺损的修复、种植,157预约量
黏膜\开药\舌\补牙,擅长：                                      暂无,1653预约量
口腔外科\黏膜\牙周,擅长：                                口腔外科\黏膜\牙周,2655预约量
补牙\镶牙,擅长：                                      暂无,1743预约量
高益鸣,擅长：                                颌面外科；种植牙；拔牙；牙体美容；义齿修复。,3222预约量
牙周病,擅长：                                      暂无,56预约量
正畸专病,擅长：                                      暂无,43预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
王林康,擅长：                                颌面部肿瘤，齿槽外科,51预约量
潘萌,擅长：                                大疱性皮肤病、银屑病及常见皮肤病,2638预约量
郑捷,擅长：                                自身免疫病、大庖性皮肤病,1611预约量
王耀祖,擅长：                                大疱性皮肤病、疑难皮肤病,3004预约量
夏群力,擅长：                                皮肤肿瘤，皮肤外科及常见皮肤病,2903预约量
施若非,擅长：                                皮炎、湿疹、瘙痒症,3020预约量
袁卫如,擅长：                                各种变态反应性皮肤病（如湿疹、荨麻疹、药物性皮炎、特应性皮炎、接触过敏性皮炎等）、皮肤淋巴瘤、皮肤真菌病、银屑病等,2241预约量
曹华,擅长：                                自身免疫性疾病如皮肌炎和硬皮病的临床和科研,511预约量
门诊皮肤科普通门诊,擅长：                                门诊皮肤科普通门诊,4552预约量
免疫专病,擅长：                                      暂无,69预约量
皮肤护理治疗,擅长：                                      暂无,116预约量
银屑病、光敏感性皮肤,擅长：                                      暂无,683预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
